School_ID,School_Name,Spot1_Name,Spot1_Contentful_Id,Matching_Type,Distance_in_KM,Spot2_Name,Spot2_Contentful_Id,Matching_Type,Distance_in_KM,Spot3_Name,Spot3_Contentful_Id,Matching_Type,Distance_in_KM
7vIUTqvx1SWcWeYGiaAKk8,Babaomby Island Lodge,"Paillotes de Babaomby, Madagascar",7hVX1CXZILvnjrFMFcnnXR,Distance less than 100km,0.327073656,"Sakalava Bay, Madagascar",E7cGcTqDMgoQke3gmHI7P,Distance less than 100km,9.554515022,"Mantasaly, Madagascar",6BfIHqHqSDYxj2ocq3x8zO,Distance less than 100km,11.89909715
3bZWOllRWEC6S8ssKWCgyw,CBK Hayling Island,"Hayling Island, England (UK)",1sktDpdvblE4qCP885Y86R,Distance less than 100km,1.203863686,"West Wittering, England (UK)",4h86QTKzitjuYxuuaG52EP,Distance less than 100km,5.747005442,"East Wittering, England (UK)",1nN36Cf5ggLDjpZBKz14hI,Distance less than 100km,8.249802136
41MsdIB7iEEaSIEoWaG6Ge,Kite Foil School,"Saint Aygulf, France",3QLvjxbUPDHtPJxh6mmBrO,Distance less than 100km,3.322208431,"La Nartelle, France",rDc7JbANGbaJjZ3dw5M8l,Distance less than 100km,13.77913228,"Mandelieu La Napoule, France",2LKlSiSVmIq8BRkmB6lABZ,Distance less than 100km,19.1596287
5xazZpLpokS6qaoG84wO8A,Maskite Maswind,"Mar Menor / Isla del Ciervo, Spain",3jgzrC2XlY574KwZkuoMg8,Distance less than 100km,0.137860522,"Mar Menor / Playa Paraiso, Spain",1j7TPoetNT6866xZ2ufhEC,Distance less than 100km,3.158334582,"Playa de Levante, Spain",2JbyBz2nUtKu2qGrkrKyil,Distance less than 100km,4.106100856
60s469h5SUi7FmiBJNEBtv,ION Club Mauritius,"Le Morne, Mauritius",24gB6En2ZY2dJehbBkdiPQ,Distance less than 100km,0.425373896,"Le Morne Kitebeach, Mauritius",3PJlF5x5uOZblaFquozTqA,Distance less than 100km,0.741428861,"Little Reef, Mauritius",29HhslTP3Oe53MTrEKqaid,Distance less than 100km,0.931677309
5xSCmbxnzyQ4qOYqMgGEmS,Southend Kitesurfing,"Thorpe Bay, England (UK)",3ok4K7USqRPrQ1JYJeDNgP,Distance less than 100km,0.77833959,"East Beach, England (UK)",4E3sXUQWb7tuLehS1QZrQK,Distance less than 100km,2.254504822,"Chalkwell Beach, England (UK)",6e2XfvrvIKO2TVNtfazSb5,Distance less than 100km,3.736876343
6MgMhUqI3C2yY4c8mACqmO,Radicalsurfex,"Delta del Ebro / Riumar, Spain",713BYKXc2bY0bAz5pDNjwr,Distance less than 100km,0.268760588,"Punta del Fangar, Spain",sGMux7xo79bGmYAckAc3y,Distance less than 100km,6.175322094,"Ampolla, Spain",5qIQgJ2s0u0pg0CCViz6vY,Distance less than 100km,13.62566981
5g91nmTQesIGqQYCMGSciE,Surfstore Africa,"Muizenburg Corner, South Africa",6ufV5SJxnfgVKX5YgMuetB,Distance less than 100km,0.338498897,"Sunrise Beach, South Africa",3eVMGBPnfhsbUMx350c6PJ,Distance less than 100km,0.999991863,"SUP Beach, South Africa",3UMfdZNUnmxgJTpglyfspv,Distance less than 100km,1.734785355
NRjzdQi5wq00O8ugqkmS4,H2Okite,"Lac de Cazaux / Biscorrosse Ville, France",448YbVuFPyGy5H6RY7ngmg,Distance less than 100km,0.874835414,"Biscarosse, France",5tAHzutwuW48OsfGFJKkHK,Distance less than 100km,8.078081982,"Lac de Sanguinet / Sanguinet, France",6OGmCuvfryCfvBYeKsL83n,Distance less than 100km,8.467297502
1ru9cmSONMmni2dfr7pEGU,Son of Kite,"Ile aux Benitiers, Mauritius",36zGI5lYIrSqnMwWEaRQOX,Distance less than 100km,1.915381416,"Le Morne Kitebeach, Mauritius",3PJlF5x5uOZblaFquozTqA,Distance less than 100km,5.894673353,"La Prairie, Mauritius",1ZKUrDSe1d84q5g2YSvbnm,Distance less than 100km,6.230801071
1EV2Lm4HVG8KcgOs8oiQiS,Torre Loopa Kite Zone,"Stagnone Kitesurf, Italy",1NpDAjJns4i1NXhpVv8kMh,Distance less than 100km,4.904651756,"Follow The Wind Kitesurf Sicily, Italy",1qI5hgwC8wgwBfVKRn3uJF,Distance less than 100km,5.947022557,"Sicily / Lo Stagnone, Italy",31BHrD8jQeW6LGiXgZfImn,Distance less than 100km,6.923470653
6JRzYJz63CmoKUAqwSIQeG,Kitehouse Cyprus,"Ladies Mile, Cyprus",1bbw56AB0Yd9vtfPVNGINz,Distance less than 100km,7.998237604,"St Raphael, Cyprus",2wuZzc1FYuYx7ZqCufPAaL,Distance less than 100km,12.00528668,"Ship Wreck, Cyprus",5iRi5ltg617R9HPEiabP3u,Distance less than 100km,13.36885135
2TyqDGTtdu4cMSQG2Weu2o,AlwaysWindy,"Gokova, Turkey",5E9hk6k4W4t5SLJIKLqCCs,Distance less than 100km,0.358161508,"Iztuzu, Turkey",5xBJ2aMY7qZ5OYKl7A9mBR,Distance less than 100km,38.57819623,"Sarigerme, Turkey",1TvCG1tkj1t0HJFecLqaB5,Distance less than 100km,50.27493435
4jCYPWem92QAqaA4UsciyG,H2air Kiteschool,"St. Brevin l'Ocean, France",zBxXUxUpWDOk6qaXLCDzS,Distance less than 100km,0.246477101,"Le Pointeau, France",7CPe7PIvMRD7NDDEZiE2oh,Distance less than 100km,1.353361968,"Les Dunes, France",4EZJSAHSYVa9LTvpTyIupn,Distance less than 100km,3.030012576
4spU4SwvMsEeEcMYuseUyA,Kitty Hawk Kites Nags Head Croatan,"Bodie Island / Jockey's Ridge State Park, North Carolina (USA)",EXLUkbfVXmzBD1cn4MjB1,Distance less than 100km,1.012204676,"Bodie Island / Nags Head, North Carolina (USA)",3Fg9QfgFp72Xmgd8LOPHYA,Distance less than 100km,2.339701075,"Bodie Island / Windmill, North Carolina (USA)",5UNqobl0VOtyFhXW7qoutq,Distance less than 100km,5.078636001
6Gds22HnEWgSGg2IEE0aqi,Dakhla Attitude,"Dakhla Camp, Morocco",2MgtqNbomi2uBQ5oc1qBFU,Distance less than 100km,0.104590779,"Dakhla Lagoon PK 25, Morocco",7ciz6FGK7fLUENDdZOWHrv,Distance less than 100km,1.746369013,"Pointe de L'Or, Morocco",73hW0HwsdV9BdXh5ohnM9O,Distance less than 100km,4.506199538
10RejO23gGVtnqWLSJbWBC,Caribe Kitesurf Colombia,"La Boquilla, Colombia",7fkZhyIKTEE3aR17Pb0G4U,Distance less than 100km,0.095917876,"Las Americas, Colombia",2ejeV6ap6vFu7j3EXHvlIs,Distance less than 100km,1.941599478,"Bocagrande, Colombia",1lh2NFrmr0yDzfIgOJCWNd,Distance less than 100km,10.2984081
5dz3SYFSZyGWGwCQcmC6EM,Ecole Kitesurf Bretagne,"Keremma, France",7AoimA15X32lbB8JXukqxE,Distance less than 100km,3.853060536,"Les Amiets, France",2k2WVpzP5YBbI6FYxzZOd5,Distance less than 100km,5.833754828,"Baie de Goulven, France",7r5TsD1kBqJUBFVUi2xdfy,Distance less than 100km,7.69071233
1wnQfiJWxekUqKoMqg264A,Positivekite,"Capo Linaro, Italy",3a7nksvQMffSbpkXgGfudg,Distance less than 100km,7.208867609,"Campo di Mare, Italy",4Pc7o37RkQEiE1jJ4N6FG6,Distance less than 100km,11.69531973,"Centrale, Italy",7JolmyQwakzMT3YoxACg1j,Distance less than 100km,17.0944144
6xJteLJ6GkeGOyiwqQ4koc,Kite Verde,"Sal / Albatroz (Ponta Leme Bedje), Cape Verde",2bQEu8GvPqXBtvvW6xBLiD,Distance less than 100km,0.521621071,"Sal / Santa Maria, Cape Verde",tkcmAMW34iJkS8icpULRH,Distance less than 100km,0.76616505,"Sal / Shark Bay, Cape Verde",4E05UpNEI22iHOOJKAjIjk,Distance less than 100km,1.958634563
1w044v0klG06yg8iyIUISu,Kiteboarding Club Holland,"Ijsselmeer / Hindeloopen, Netherlands",1CrUaZaO2dBgGKtHXlhN7X,Distance less than 100km,2.410017269,"Ijsselmeer / Workum, Netherlands",8UCCcxmuWi3TkHMXOg6P7,Distance less than 100km,2.771946127,"Ijsselmeer / Stavoren, Netherlands",6aQgYbffjMr5xHqXlZlkgb,Distance less than 100km,9.372028063
5aEnOpLr3YGrjQyXObxf4T,High Five Kitesurf School Cape Town,"Doodles Beach, South Africa",2zUcozjZgkCrRQyNpBzduI,Distance less than 100km,0.586570535,"Kite Beach, South Africa",z7T2hEDhH8ojizrSrfGjo,Distance less than 100km,0.924136841,"Dolphin Beach, South Africa",5MSyUwpDWblU7c528SbTv9,Distance less than 100km,1.801249866
5BOWMFBzNe60AEoK64m0W6,Flisvos Kitecentre,"Naxos / Mikri Vigla North Beach, Greece",4MYRNAG4GTz6gV6GEcHYmM,Distance less than 100km,0.076379442,"Naxos / Kastraki, Greece",1s3zFvlYsK6nSW8KbKijBA,Distance less than 100km,1.663409688,"Naxos / Agios Prokopis, Greece",01SgMFzKhe4Vaaj4qRN8rM,Distance less than 100km,2.769113883
5Isf6pCC1Uywgy4w62sKW6,Abu Dhabi Kitesurfing,"Yas Island, United Arab Emirates",4hF24T1LSlQssJDk35fHmM,Distance less than 100km,4.121239747,"Jebel Ali Beach, United Arab Emirates",QCcpCdLfKGe6NRQa2i7vD,Distance less than 100km,78.14770974,"Wollongong Beach, United Arab Emirates",3oR2P9Qt2SXfEFvGrkru9L,Distance less than 100km,91.13363197
109ie6e6KiW4M86cYyUCAY,Tarifa Dragon Kitesurf,"Rio Jara, Spain",7vflxBQmPyxovM6x02IVNs,Distance less than 100km,0.382553304,"La Jaima, Spain",3jV90vfDLgxsmjRFx6usWm,Distance less than 100km,1.353879369,"Los Lances, Spain",69krNBgMDRnWKQ4BA87KPz,Distance less than 100km,1.64938992
1tSBPyMhEkg8mIi28i2Uys,Centro Kitesurf Senigallia,"Marzocca, Italy",01kI2Wl1IPWTPTtu2OuxQE,Distance less than 100km,9.705957816,"Portonovo, Italy",3gC9a7tY8hbwBYvO6itH8E,Distance less than 100km,30.94328564,"Numana Blu, Italy",5Ix0vibo4Z7U2sx1C5QxS4,Distance less than 100km,37.65278955
5ESWDPOLbImnBUhgXLS9ZY,LearnToKitesurf.co.uk,"Goring Gap, England (UK)",1z90f1wuKmkaadb89kOnWQ,Distance less than 100km,0.798804672,"Worthing, England (UK)",5VZyoJnbTGEeywYkTDZVNV,Distance less than 100km,3.433142535,"Littlehampton Beach, England (UK)",7HdKJbQpzXOesCMPRJ760o,Distance less than 100km,6.502185913
5zWCIGIwvuQYqYYm42gSWk,Kitexperience,"Le Grau-Du-Roi-Plage, France",2oDZSADpTCo8Xfu2hPCu8v,Distance less than 100km,0.633695744,"Camargue-Plage Sud, France",2JpfKLNmSzy32fvCmdXfCd,Distance less than 100km,1.512140284,"Le Boucanet, France",4PdhPLsQlTFwtJvIUAWfwk,Distance less than 100km,2.462482675
19fbXlYBA2YAmyuMY6e2qI,Kitesurf Vietnam School,"Mui Ne Beach, Vietnam",15iJWho5F7jylCG8nvP1zR,Distance less than 100km,0.998162695,"Mui Ne Bay, Vietnam",6WIJGwcetp2zCwTWBjUfM9,Distance less than 100km,6.730289104,"Phan Thiet Jetties, Vietnam",HVKtDR17SiUurPDKLTF0K,Distance less than 100km,7.604529235
3Vg4otMHSUkAumoIO6s6Sc,Fuerteventura Kite School,"Fuerteventura / Shooting Gallery, Canary Islands",6m8PeXggsJZTECJOMO2TYs,Distance less than 100km,1.092633908,"Fuerteventura / Flag Beach, Canary Islands",2zkC4QlaQWWNbipCcBDOot,Distance less than 100km,3.341640526,"Fuerteventura / Mejillones, Canary Islands",6ztKyt9S26o81Fl7xHaCr1,Distance less than 100km,3.419822826
5J8dVmX0K0yM8hs3gtYsJ2,Oc??an Vagabond Essaouira,Henrykap,BPLh9jO3KPURk1sCta885,Distance less than 100km,0.758093709,"Essaouira Bay, Morocco",5jLPCbgCsTRkUtsuDqTgQZ,Distance less than 100km,0.758093709,"Taguinza, Morocco",7wfPWrVzk9n3TYQGI6H1YD,Distance less than 100km,15.09240713
3ZTFXcHUt7HUQLBpfdsgUH,Lancing Kitesurf School,"Lancing Beach, England (UK)",12HK8QbyAnJybYUNmkpg3p,Distance less than 100km,1.208255826,"Worthing, England (UK)",5VZyoJnbTGEeywYkTDZVNV,Distance less than 100km,3.398444788,"Shoreham Beach, England (UK)",378IM2fo5I9AHoYyOUC18O,Distance less than 100km,5.418227883
7t4W1Wcni868m4yaOeaCAa,KGB Kiteboarding California,"Berkeley Marina, California (USA)",2ArQJkqiDdjvGBtX3Rgub0,Distance less than 100km,1.408705122,"Toll Plaza Beach, California (USA)",71FpFlo5wceoup4YnkbC8d,Distance less than 100km,1.569955566,"Racetrack, California (USA)",6GwpaZM318FgNPOIjlaHJA,Distance less than 100km,5.584381258
6FX1PAUFW0ou8eaIwmeqI2,Vulcan Surf,"Vulcan Surf Club, Cyprus",7injKONb2SQUYthjw3aDDn,Distance less than 100km,1.054984526,"Faros, Cyprus",QYzjpTv3XG9Bvf7sWWTB5,Distance less than 100km,20.61442023,"Pervolia, Cyprus",3eUCjuBe6v2PcasMgXUG41,Distance less than 100km,21.12759106
2Mb0aaF3OgsEkSGU2OOewy,Flecha Extreme,"El Portil, Spain",51xBz0EdXLUNrUR3XZTBeo,Distance less than 100km,1.012917149,"Punta Umbria Playa, Spain",vyF3oWxa8mKWQC0KayppD,Distance less than 100km,9.284576351,"Nueva Umbria, Spain",5Yuv2lTqKwsAVRvNDbW7TC,Distance less than 100km,10.10233068
6FExFnAuiWOsqewIcaaqK2,Sardinia Kite School,"Sardinia / Le Saline, Olbia, Italy",2pTqbNmmJHJZZUuX9wFLQ0,Distance less than 100km,0.087218178,"Sardinia / Pittulongu, Italy",5zKa6GakwlCENwJWygbRRK,Distance less than 100km,3.318337244,"Sardinia / Isola Tavolara, Italy",5YVs7saY1rXnLfewoVHE3Y,Distance less than 100km,9.249186792
DzBSWC0o12YwGmUaueWcI,Meira Pro Center,"Lagoa de Albufeira, Portugal",2sHbAOYR6HdyIJoh0HjS3V,Distance less than 100km,0.446728647,"Meco, Portugal",74AfoUXtz9GW3O0k9DXEXR,Distance less than 100km,1.863572778,"Fonte da Telha, Portugal",7qgeYrOiwxDoB2vRAYKI2f,Distance less than 100km,7.230206087
4uo0WJsp8IyOqSCGekIo0E,Kite Escola Paraiso,"Barra Grande, Brazil",1ybiI2d5IGHVTHNZBU9N1x,Distance less than 100km,0.2636019,"Macapa, Brazil",4JnHaBG9WGlZiaMyezNGiJ,Distance less than 100km,4.503511952,"Coqueiro, Brazil",4facowubmY6QBBj1cuAKSF,Distance less than 100km,17.88150241
2k4Si13jMoWck8CAYCoGq2,Kite Village Sardegna,"Sardinia / Punta Trettu, Italy",3JYzATUiC8ZSbBzMxCBVGZ,Distance less than 100km,2.544225062,"Sardinia / Stagno Di Cirdu, Italy",6v25EWP9dVtTLDjiwp8tT,Distance less than 100km,3.548028097,"Sardinia / Porto Botte North, Italy",Osl23xKlZin7ucB4nkqUK,Distance less than 100km,12.67145336
KSl0qJqa8Eam6AIYO2uaI,The Kite Buzz,"Paradise Village, Egypt",4asldmQaUf3oFzYVtGiQr2,Distance less than 100km,0.32735916,"Ras Sudr, Egypt",1o1Tnc6Q3dim3XrWoeMIiw,Distance less than 100km,4.820196879,"Ras Sudr Ramada, Egypt",36BzHlLePecvNhGHFY0AXD,Distance less than 100km,5.590814553
2voLhfLoUQWgyOOW6MAEkE,NKS,"Les Crevettes, France",3zk0nASb0nL8cWct6yBOdS,Distance less than 100km,2.633712812,"Sainte-Barbe, France",5RKua4saCamog3uGbnNQJX,Distance less than 100km,2.826768794,"Les Sables Blancs, France",3ABHAJkZbxvVwC7vZAZZ0g,Distance less than 100km,2.930570637
5LCARhd4uqQrBrpP6aBUxA,Pro Kite Villa,"Safaga, Egypt",4klIxjSIw4f9tNJ0uSi4pI,Distance less than 100km,41.6653512,"Abu Soma Riders, Egypt",5NbXKEvMC9Apu36CCGNZuP,Distance less than 100km,42.10800023,"Soma Bay / Palm Royale, Egypt",3tD0L05x318FMVc9lfe70s,Distance less than 100km,42.9236534
2Nb6pOHXA4AK2siuEUgCoe,iKiTe,"Herkaleio Kite Beach, Greece",F7JNXAhrHDvQxmU2xgGen,Distance less than 100km,1.704761093,"Crete / Amoudara, Greece",vbxbX4qD5G3QYL7F6e2rP,Distance less than 100km,4.754908354,"Crete / Anissaras, Greece",18b47RrshtkCw743hT5b02,Distance less than 100km,23.45524416
25nVmg2VL6WkuGCaaM42GG,Kitesurfing Mallorca,"Mallorca / Es Barcares, Spain",4mVTvCpu1o1QKTioVt8oJz,Distance less than 100km,0.334623108,"Mallorca / Playa de Muro, Spain",26aJYVBiCnDqr9TYoTslzN,Distance less than 100km,7.51006391,"Mallorca / El Buzon, Spain",6TIA2gravbX1QTRtfsIzgq,Distance less than 100km,9.159013876
Lbhg6vz98iAAOIkcwiQs4,Ile de R?? Kitesurf,"Ile de Re / Rivedoux, France",1j1RC7gaFtkfbksdcFnYIF,Distance less than 100km,2.580327359,"Ile de Re / Les Gouillauds, France",55eGSOF9e6jBgcG918krCo,Distance less than 100km,6.548592584,"Ile de Re / Le Gros Jonc, France",4auc3wHRo7H2P4Z9dD9nSq,Distance less than 100km,7.687357907
5Yz7K4k3poKWPtzwC30eq,Vilancool,"Vilanculos, Mozambique",qclcrf1JueKDESm132ZkN,Distance less than 100km,2.171901516,"Ilha Magaruque, Mozambique",6WpBKT8KmKo6tpG82JTJ40,Distance less than 100km,11.93121446,"Marimba Secret Gardens, Mozambique",7kEYnFQsivACbnhwx7FrSU,Distance less than 100km,22.0142017
2ZS9m92s9yWIG4EKuay0YY,Escuela de Kitesurf Boatkite,"El Mareny Blau, Spain",6svVnkWMr2r4G8BmHRkSN1,Distance less than 100km,0.961577947,"El Perello, Spain",4pvzGtqbBHJAXX4nukJWt3,Distance less than 100km,3.299782816,"El Pollo, Spain",3PugStYGMUzz4O8zBg9gGa,Distance less than 100km,4.946057531
aCJxq7GLwo3G8xRiWkt9z,San Andr??s Kite School - Kitesurft,"San Andres Island / Downtown Beach, Colombia",4nxTAlx35sru5Rb8YQpthB,Distance less than 100km,0.840849395,"San Andres Island / Johnny Cay, Colombia",7u7I3sfqYDD3GCGpAsURp9,Distance less than 100km,1.835407611,"San Andres Island / Chameys Nautica, Colombia",1m2NoSvtWre1dqjX3iVb6R,Distance less than 100km,3.50043401
XMGYEBFfciOuKguiW88gA,Booster Kite,"Plage du Cavaou, France",3xHFfxElWoHsUTMF84lB9U,Distance less than 100km,1.86935542,"Plage Olga, France",40miV0tyOM7kJUEpiSfhCJ,Distance less than 100km,8.127458334,"Carteau, France",5al5aeNpGPNEwxeeC3nVHB,Distance less than 100km,8.519471179
5cziDRGyMMSwwmc4sUu8O2,Ecole Kite de Rhuys,"Landrezac, France",pQyCMJNePBtt4fbzLpsSK,Distance less than 100km,0.188608997,"Suscinio, France",70KMNwwAf20R36GB2Oc0Hp,Distance less than 100km,0.201153105,"Pointe de Penvins, France",7q6sQpmEnFDueCXOH2enSz,Distance less than 100km,2.51426634
2YOolOihagqAiOSmeaQaqU,Kite Club Corfu,"Corfu / Chalikounas, Greece",2oSy1Q4DfhS0J4AYiDnjVF,Distance less than 100km,7.752848805,"Corfu / Issos Beach, Greece",6K6i9MvEFZumu3mGXYkBAE,Distance less than 100km,11.2835852,"Corfu / Daphnila, Greece",6mq8CLSP7nALD1kfmUZnbn,Distance less than 100km,17.99215212
5opy6cdgD6kmcWUqcyAkOa,Surf and Kite Theologos,"Rhodos / Theologos, Greece",5MJy1D5vUhB8qvD2CK0Xwr,Distance less than 100km,1.36891718,"Rhodos / Soroni Beach, Greece",7hWFmY75EM20cZRt7XBPbj,Distance less than 100km,3.509181109,"Rhodos / Fanes, Greece",5KanXaGYfkg2vxxtwc7zmK,Distance less than 100km,5.756897093
13gHoRBo0EuOgs4EAOq86I,Paros Kite Pro Center,"Paros / Pounda, Greece",10xRkXhbcCSiUVLQeUvWdT,Distance less than 100km,0.91911783,"Paros / Golden Beach, Greece",6CXOtAkTtCJ0NxM2mtI3KQ,Distance less than 100km,12.74256224,"Paros / New Golden Beach, Greece",4BPYUMOJKSqtPJIJJvMaMw,Distance less than 100km,13.43300946
3zSqISHTdYgYycIWSECWcw,Allyoucansurf Holland,"Petten, Netherlands",6Q5jfGcal7rLjvORjjwjzb,Distance less than 100km,1.696557534,"Camperduin, Netherlands",5TOO5R6KqAbifxWZ3uYmx,Distance less than 100km,4.45631883,"Hargen aan Zee, Netherlands",5u7ifuTCm3lWmL4jfLRo8Q,Distance less than 100km,5.491016735
4vMPlqbDRSwWAMgGE2SG2G,Alex Pastor Kite Club,"La Jaima, Spain",3jV90vfDLgxsmjRFx6usWm,Distance less than 100km,0.60102351,"Tarifa, Spain",3jN8wUImM1U9XJ0ISMEfwa,Distance less than 100km,1.090289185,"Rio Jara, Spain",7vflxBQmPyxovM6x02IVNs,Distance less than 100km,1.612545849
pyHnVgS5ck6iqUm6Moo8i,Kitesurf Club Lacanau,"Etang de Lacanau / Lacanau-Ville, France",4LSdkXy1JpNkzoSOnDGGGv,Distance less than 100km,3.770561059,"Lacanau-Ocean, France",5Wsm9J72RNEj1jP2Vl0P8w,Distance less than 100km,6.084875223,"Carcans-Plage, France",4PtyQdrnw2U6QHcDSzDOOl,Distance less than 100km,13.41753763
5DkfT6cGR2Q82se2oue0k6,O-rider school,"Saint-Pabu, Caroual, France",4hS4aVuOO39kJU1IS02Xyc,Distance less than 100km,0.266342981,"Caroual, France",3sN25qAQ7G39pBQmfn2ID7,Distance less than 100km,2.071628813,"Le Prat, France",1hW2clQxIjBNiH3r6WFfO3,Distance less than 100km,3.095289014
6SjOM4eGFUQaIAAcYWsSG0,Subcielo Kiteschool,"Tangana, Spain",4dhlclmxAyY30bc6rqTFcd,Distance less than 100km,0.80320067,"Punta Paloma, Spain",6eClGcYtA59p7uQ0XQGo1E,Distance less than 100km,0.818734211,"Valdevaqueros, Spain",7yNKiPh7Edjw9ARw2bmihY,Distance less than 100km,1.003790261
BVMzk4JicS2e82iUYmywE,Lyn??s Surfcenter,"Sjaelland / Lynaes, Denmark",13gVykxAkddVOshhsx8SQm,Distance less than 100km,0.118063943,"Sjaelland / Liseleje, Denmark",3m58Fr7G6p7lldzh24EiM9,Distance less than 100km,10.28003982,"Sjaelland / Nordstrand, Denmark",2g0DWSFFCpmdxDXekE3L9D,Distance less than 100km,13.24699156
Ampe7VIE3mW20KGMU0SWM,Elements Kitesurfing,"Rusheen Bay, Ireland",IWoe10IxBkXOsE9Jxkga9,Distance less than 100km,1.614016164,"Lahinch, Ireland",3JGRdSerkr8ODgjX3ZNQlm,Distance less than 100km,39.6648228,"Spanish Point, Ireland",6TA5IEx1zdiUj8Ws1FdLFB,Distance less than 100km,51.4888204
Nlfh9zgLqEaEoQSc4O82,Kiteboarding Tampa Bay,"Long Key / Blue Flag Beach, Florida (USA)",165z3gO01lp2Sz2ts54DAh,Distance less than 100km,5.080887198,"Long Key / Pass-a-Grille Beach, Florida (USA)",4eAm7KAC6OdzPLIy77FTFd,Distance less than 100km,5.40218559,"Long Key / Upham Beach, Florida (USA)",4UQ8sujUYUIRzNhLOcs6dp,Distance less than 100km,6.290952063
5SA1yhpCwMs6e0iugG0E8S,FORCE Kite & Wake,"Sullivan's Island / The Lighthouse, South Carolina (USA)",5AbUiaNbUWClgNYAfkFcUw,Distance less than 100km,4.535634356,"Isle of Palms / Breach Inlet, South Carolina (USA)",2uQAbohZ790chrqivHZKRU,Distance less than 100km,4.865916136,"Isle of Palms, South Carolina (USA)",6ebCyodwHBRsaFZQ0vLP73,Distance less than 100km,5.204413196
3vxyirbxLWOqGk2GW8U2S4,Kahuna Surfhouse,"Kahuna Surfhouse, Cyprus",2hgvmlmblnj7ofBTASYjoR,Distance less than 100km,4.957951197,"Pervolia, Cyprus",3eUCjuBe6v2PcasMgXUG41,Distance less than 100km,7.552684987,"Faros, Cyprus",QYzjpTv3XG9Bvf7sWWTB5,Distance less than 100km,8.756594733
514hCmw9Wwy4yQ8yM0e80m,TKS Miami Sunset Harbour,"Miami Beach / 25th and north of 30th, Florida (USA)",1OWia6LRf9GPUyxzsh0a2e,Distance less than 100km,1.78702009,"Miami Beach / 76th Street , Florida (USA)",68TgCKNVwrqn0ESyN2lRMK,Distance less than 100km,7.947828077,"Key Biscayne / Crandon Beach Park, Florida (USA)",6uy0IbI6t168Lr8yjH0bx6,Distance less than 100km,8.727203456
5n3i1DKpgWMwOCEMuGuyoq,Westpoint Dakhla,"Oum Laboiur, Morocco",2toTuWqLK1JyfWMsoeDHx3,Distance less than 100km,0.614513983,"La Sarga, Morocco",7uKe59H2ikKFSxZDJ3CtBO,Distance less than 100km,16.80711376,"Dune Blanche / White Dune, Dakhla, Morocco",2Z4AZOKs4deWQm6rXzLlsq,Distance less than 100km,18.80158887
171kiIioiU60QY0SSioA2S,Sicily Kite School Stagnone,"Follow The Wind Kitesurf Sicily, Italy",1qI5hgwC8wgwBfVKRn3uJF,Distance less than 100km,0.591537355,"Stagnone Kitesurf, Italy",1NpDAjJns4i1NXhpVv8kMh,Distance less than 100km,0.763305964,"Sicily / Lo Stagnone, Italy",31BHrD8jQeW6LGiXgZfImn,Distance less than 100km,2.105121886
1gxmDwROM8ewKkeuWUIe8A,Kite4fun,"Sultana Beach Resort, Egypt",29M4IfWJTAy0rGHTJ4XfSb,Distance less than 100km,3.175351187,"Abou Mingar, Egypt",5qKjJKbljuqC4VIQsZavvn,Distance less than 100km,8.4666867,"Al Ahia, Egypt",2IR6VTqtP8yOVAdyKYHhjf,Distance less than 100km,8.485554469
2tM4IRu85K62oyeSG0Wc0e,??cole de Kitesurf de la Baie de Somme,"Cayeux-sur-Mer, France",4tOLurdgnovM5s44wMkroJ,Distance less than 100km,0.729079523,"Pointe du Hourdel, France",7IdIPb88nqdmonhstvq4cr,Distance less than 100km,6.233500446,"Le Crotoy, France",3t8BNelbVIqDsCgpYtZ2yn,Distance less than 100km,9.587519029
5JLW74xxzUkUGeUasw2eis,Kite Bliss,"Barra Grande, Brazil",1ybiI2d5IGHVTHNZBU9N1x,Distance less than 100km,0.449772721,"Macapa, Brazil",4JnHaBG9WGlZiaMyezNGiJ,Distance less than 100km,4.674081222,"Coqueiro, Brazil",4facowubmY6QBBj1cuAKSF,Distance less than 100km,18.05783071
4BOWRmchcIO04Ym8WAACWM,Senigallia Kitesurfing,"Marzocca, Italy",01kI2Wl1IPWTPTtu2OuxQE,Distance less than 100km,6.371489118,"Portonovo, Italy",3gC9a7tY8hbwBYvO6itH8E,Distance less than 100km,27.64723063,"Numana Blu, Italy",5Ix0vibo4Z7U2sx1C5QxS4,Distance less than 100km,34.30556616
3QTBbJ7aKAm6IKAwos48Ao,Kos Windzone,"Kos / Psalidi, Greece",1rn1wRtqXVBKgcznWYdC0i,Distance less than 100km,0.979364713,"Kos / Lambi, Greece",1xPB9JIpqrpSPq2cZhs56W,Distance less than 100km,5.932322836,"Akyarlar, Turkey",16zIeysnMzmMScNdovsqO5,Distance less than 100km,9.952389678
3gEQnZzBfi2AiWgUeqGeaa,ParosKite,"Paros / New Golden Beach, Greece",4BPYUMOJKSqtPJIJJvMaMw,Distance less than 100km,3.691773921,"Paros / Golden Beach, Greece",6CXOtAkTtCJ0NxM2mtI3KQ,Distance less than 100km,3.826075204,"Paros / Tsoukalia, Greece",6YqjtfpJDc1xsIDVxspqAS,Distance less than 100km,4.38650489
